file,line,type,message
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\ultimate-operational-cli.js",1,"CONSOLE_USAGE_SUMMARY","108 console statements detected (showing first 10)"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\ultimate-operational-cli.js",136,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\ultimate-operational-cli.js",142,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\ultimate-operational-cli.js",196,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\ultimate-operational-cli.js",207,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\ultimate-operational-cli.js",208,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\ultimate-operational-cli.js",209,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\ultimate-operational-cli.js",214,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\ultimate-operational-cli.js",215,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\ultimate-operational-cli.js",223,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\ultimate-operational-cli.js",228,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",1,"CONSOLE_USAGE_SUMMARY","49 console statements detected (showing first 10)"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",1,"CONSOLE_USAGE_SUMMARY","50 console statements detected (showing first 10)"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",10,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",10,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",11,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",11,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",14,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",14,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",15,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",15,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",23,"CONSOLE_USAGE","console.log() detected in error handling"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",23,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",24,"CONSOLE_USAGE","console.log() detected in error handling"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",24,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",25,"CONSOLE_USAGE","console.log() detected in error handling"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",25,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",26,"CONSOLE_USAGE","console.log() detected in error handling"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",26,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",27,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",27,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",61,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\view-scan-results.js",61,"CONSOLE_USAGE","console.log() detected"
